longitude,latitude,housingMedianAge,log_medianHouseValue,log_medianIncome,log_averageRooms,log_averageBedrooms,log_popPerHouse,log_population
-122.26,37.85,52.0,11.97791655239242,0.6506049572942703,1.4499504365651519,0.009630893060961366,0.6703076885901226,7.10002716662926
-122.26,37.85,50.0,11.84939770159144,0.7537718023763802,1.445134861142824,0.0694977944969215,0.9708363076142077,6.546785410760524
-122.27,37.85,52.0,11.934919875029603,1.0206507471983979,1.781637925330049,0.04720640456979633,0.8737048462577851,6.675823221634848
-122.27,37.85,52.0,11.954401010601426,0.7515104238568603,1.3994093031977186,-0.03356019649230179,0.7601578908429056,6.473890696352274
-122.26,37.84,50.0,11.9747709065145,0.688687249837852,1.675913696676617,0.08242649902881269,0.8598340232064978,6.897704943128636
-122.27,37.84,52.0,12.000891794590137,0.9567798710042006,1.6984472920864033,0.08032238883883325,0.9199204999247338,6.536691597591305
-122.27,37.85,40.0,11.901583454762012,0.3058657428854096,1.5094178634075917,0.1029479692524424,0.9017273676862585,6.013715156042802
-122.27,37.85,42.0,11.981678312314312,0.5385380623325264,1.4992082453424633,0.002728514653203914,0.9314754054124722,6.834108738813838
-122.27,37.84,52.0,11.643076149435274,0.5452270504833231,1.6285018963383315,0.12380854635502549,0.7530331589844317,6.922643891475888
-122.27,37.84,52.0,11.50992095594993,0.7796000682901444,1.647474492826165,0.03625774802262416,0.9649343651619418,6.748759547491679
-122.27,37.84,52.0,11.7950923567339,0.9555114450274363,1.6620573413344613,0.03492788105957843,0.8687320366236727,6.913737350659685
-122.28,37.85,41.0,11.585246126549855,0.8770508185365514,1.503143253784477,0.03306086226088821,0.9797782807657511,5.75890177387728
-122.28,37.85,49.0,11.448920134994315,0.9000393912881047,1.5535093597748757,0.0207046733616912,0.9320652391279876,6.408528791059498
-122.28,37.85,52.0,11.566466231898259,0.5922212619699848,1.5646196984826828,0.05869655299519091,1.0209457090256693,7.004881989712859
-122.28,37.84,50.0,11.598185308921051,0.49615858672258684,1.4819888606829812,0.03938332800037516,0.8717620876241876,7.030857476116121
-122.28,37.84,52.0,11.790557201568507,0.5232481437645479,1.5482486150894115,0.03174869831458027,0.9354606479818752,5.978885764901122
-122.28,37.84,49.0,11.714232321675263,0.65617194443505,1.6231007629112182,0.16766439899398117,0.8255204954638403,6.760414691083428
-122.28,37.84,52.0,11.654425027243928,0.6737094866674702,1.585572621917517,0.08682239465891521,0.9740032879413264,7.0630481633881725
-122.27,37.84,48.0,11.611865412825132,0.586062957950271,1.7469910577051713,0.19958462421773537,1.1192924939056483,6.933423025730715
-122.27,37.83,49.0,11.560762794384388,0.3184537311185346,1.6154985370457913,0.10657558263599434,0.8293346172425842,6.625392368007956
-122.27,37.83,51.0,11.605504646263322,1.0044114932692827,1.6038251755291428,0.06849523524876436,0.8531442761895838,7.1372784372603855
-122.27,37.83,49.0,11.48452599044853,0.3961552387823867,1.5265502526283328,0.06595796779179737,0.7696872576822797,6.345636360828596
-122.27,37.83,48.0,11.556942350387002,0.09276148008131108,1.5701744176170336,0.14416979082957834,0.9704142420189497,6.894670039433482
-122.28,37.83,52.0,11.551184177087318,0.34380244771605756,1.3215904003260566,-0.03278982282299084,0.8045686956616549,6.803505257608338
-122.26,37.83,52.0,12.162120758000992,1.247032293786383,1.5596764028750365,0.06575137756278043,0.8018999941159132,6.535241271013659
-122.26,37.83,52.0,12.078239274020289,0.9515806526526026,1.251119582751638,0.02693288235958807,0.6823128383942352,7.227662498728654
-122.26,37.83,52.0,11.953757716915684,0.7408891765453665,1.4386946375134224,0.05898515502101596,0.8733568041507563,6.852242569051878
-122.26,37.83,51.0,11.918390573078392,0.25091434825956627,1.3241625800128844,0.22234001571452652,0.7305899780437215,6.248042874508429
-122.26,37.84,49.0,11.685196685910682,0.024692612590371414,1.3277344053546536,0.06652068234156243,0.8938178760220965,6.135564891081739
-122.26,37.84,52.0,12.148443532693538,1.3773292947342408,1.5681949539000513,0.020000666706669435,0.8580622269743621,6.1463292576688975
-122.26,37.83,52.0,12.12486259010463,1.1027702988167734,1.5977257565055891,0.06303910991095232,0.8154860327521896,6.492239835020471
-122.26,37.83,52.0,12.113408960666755,0.9846220512504225,1.46673972633863,0.09483410267083875,0.631048960441649,6.576469569048224
-122.26,37.83,50.0,11.867097278690842,0.7060634058264915,1.3085106132322988,0.05752384413818652,0.706219262127298,6.423246963533519
-122.27,37.82,43.0,11.831379196088763,0.550892132979074,1.381341403991042,0.20961369908196212,0.7909694736537908,6.324358962381311
-122.26,37.82,40.0,12.141534124392603,-0.050661914802227995,1.3609765531356006,0.19782574332991987,0.972198363812451,6.0473721790462776
-122.27,37.82,40.0,11.630708500626612,0.5738004229273791,0.9886113934537812,0.0632948503723138,0.6874491594453075,6.551080335043404
-122.27,37.82,21.0,12.05466819137094,-0.0814269986957292,0.7157215025984843,0.03367321510658781,0.5176515888363906,6.5998704992128365
-122.27,37.82,43.0,11.448920134994315,0.40846061708796283,1.523810433346193,0.11367962407179104,0.9581539531713881,6.966967138613983
-122.27,37.82,41.0,11.487607656985938,0.10508047645050744,1.4981959373210978,0.16950833548157812,1.0009382059344396,7.580189417944541
-122.27,37.82,52.0,11.554067408301403,0.22114154864353672,1.404870746692826,0.131028262406404,1.0664333903038745,7.057897937411856
-122.28,37.82,52.0,11.379394072345706,0.4761099476774963,1.6137205742261012,0.008547060578458348,1.1014694334688895,6.55250788703459
-122.28,37.82,52.0,11.32779998084354,0.34451126543782423,1.4575573811413813,0.09943389698818687,0.9624801143435296,6.3561076606958915
-122.28,37.82,52.0,11.379394072345706,0.40925790634686066,1.5644243915450036,0.10613241843640818,0.8761120310396417,6.432940092739179
-122.28,37.82,52.0,11.35392973347977,-0.20187141603867,1.8086918073908071,0.3169623065318646,1.0931328229034842,6.590301048196686
-122.28,37.82,52.0,11.293524899934853,0.19647097989837425,1.5178707189086098,0.114854775877295,1.2621175736625883,6.97914527506881
-122.29,37.82,2.0,11.002099841204238,0.9409833444645266,1.0195437651924166,-0.2818511521409877,0.5002435144354538,4.543294782270004
-122.29,37.83,52.0,11.23453343942554,1.2216850129245065,1.7908678062175734,0.12074951662147994,1.086056069892697,6.317164686747284
-122.29,37.82,49.0,11.225243392518447,1.811284280159064,1.7697805625092797,0.23180161405732438,1.318853080324358,4.454347296253507
-122.29,37.81,50.0,11.363264690415821,-0.1041390397411454,1.8292973885471202,0.4430030274272296,1.1282241427147544,5.932245187448011
-122.3,37.81,52.0,11.239803543849778,0.1747932903731631,2.04097526085204,0.3991559389148996,1.1868458395331354,6.255750041753367
-122.3,37.81,48.0,11.205040685200927,0.953123981919504,1.8286640261635059,0.3136575588550416,1.0809127115687087,5.971261839790462
-122.3,37.81,52.0,11.269579206338499,0.1541792508476743,1.6865969929807185,0.1112256351102244,1.1724655810802282,6.403574197934815
-122.3,37.81,48.0,11.343322680584048,-0.21616793757778455,1.4776262106891043,0.06416194421728585,0.8643631209413907,6.669498089857879
-122.29,37.8,52.0,11.305901295535902,0.9591203098495107,1.943964623149822,0.5067356385144656,1.2080461297135718,6.198478716492308
-122.3,37.81,52.0,11.350406535472453,0.6160501301749783,1.9424197441155449,0.28462863496489066,1.2064088591238171,5.6131281063880705
-122.29,37.81,46.0,11.769116870330638,-0.01999864650668997,1.5226348160885133,0.05260176693275825,1.0931418155070678,7.508238774678663
-122.29,37.81,26.0,11.320553572322773,0.5720524171818866,1.7996026466890809,0.1796934343876852,1.1270747533318712,5.971261839790462
-122.29,37.81,46.0,11.463735220779457,-0.3166303944076736,1.2165290231013486,0.06971463261536104,0.7424529415440994,6.366470447731438
-122.29,37.81,49.0,11.225243392518447,0.5596157879354227,1.7142719737496808,0.29423947299793995,1.3040562628829184,6.327936783729195
-122.29,37.81,46.0,11.119882876860622,-0.6933472005626123,0.5389965007326869,-0.5596157879354228,0.9444616088408515,2.8903717578961645
-122.29,37.81,20.0,11.831379196088763,0.9094675065260296,1.8370825966291018,0.19105523676270922,0.779531794758766,5.66988092298052
-122.28,37.81,17.0,12.086725887897607,-0.07893498808814227,1.0359449593173167,0.051065478006567556,0.551447142611475,6.635946555686647
-122.28,37.81,36.0,11.533708004152757,0.8946175561926608,1.7448339702046274,0.09905383334316839,0.8871876214671134,7.119635638017636
-122.28,37.81,19.0,11.592660432989081,0.10535051560782595,1.7631744278321624,0.16034265007517948,1.24792034401958,6.580639137284949
-122.29,37.81,23.0,11.630708500626612,-0.21989882114932072,1.68068465230679,0.14043061508479446,1.17652254677157,6.960347729101308
-122.28,37.8,38.0,11.785240060290887,0.698830997028243,1.4845328007033038,0.12705887811890518,0.7972165404541517,5.840641657373398
-122.28,37.81,17.0,11.998433280751929,0.4054651081081644,1.1622853835292521,0.0,0.7453915795974649,6.411818267709897
-122.27,37.81,52.0,11.630708500626612,0.1541792508476743,1.3217558399823195,0.0,1.1841344621062717,5.209486152841421
-122.28,37.81,52.0,11.630708500626612,0.4192365121920823,1.3630374989556233,0.10880285984879917,0.8324092478934529,5.298317366548036
-122.28,37.81,52.0,11.831379196088763,-0.21381222388532545,0.9124122525455842,0.05644131090495184,0.8030136581384777,5.846438775057725
-122.28,37.81,35.0,11.685196685910682,0.592663641981623,1.7244557873319484,0.08503704268591215,1.0164305427458238,6.1463292576688975
-122.28,37.81,52.0,11.494761494342557,0.8789211044041512,1.905346920224172,0.21791250189665715,1.1873130590847607,5.932245187448011
-122.27,37.81,40.0,11.685196685910682,-0.02326862693935433,0.8397506547518208,0.17129608678224692,0.42629919501100644,6.366470447731438
-122.27,37.81,10.0,11.998433280751929,-0.2744368457017603,0.9751312318970885,0.05310982531394833,0.5035263212843791,6.302618975744905
-122.27,37.8,10.0,11.831379196088763,-0.028193734370781983,0.990398704027877,0.07410797215372183,1.1647520911726548,4.8283137373023015
-122.27,37.8,52.0,13.122365377402328,0.21784956285310014,1.0748016399743912,-0.08594242980072477,1.5387629547641641,5.981414211254481
-122.27,37.8,16.0,11.998433280751929,0.7389805969031175,1.010092994830803,0.07961762796469139,0.7929675158421563,6.684611727667927
-122.28,37.8,52.0,11.831379196088763,-0.14294700931993304,0.8933012136494564,-0.011428695823622744,2.32949254591397,6.806829360392176
-122.28,37.8,52.0,11.998433280751929,-0.2876820724517809,1.037987666851675,-0.09237332013101517,1.7259129034304683,5.25227342804663
-122.27,37.79,27.0,12.141534124392603,0.9690349731290149,1.2508690285352972,0.13889776257198955,0.8660425516733545,6.576469569048224
-122.27,37.8,39.0,12.096257779522967,0.6139416223789702,1.300839101931143,0.2882172611185559,1.0443467766633103,7.190676034332207
-122.26,37.8,36.0,11.77528972943772,0.6979356972917424,0.8303041495263731,0.06418869671895033,0.40100691419934054,8.15162164696975
-122.26,37.82,31.0,12.121603488903723,1.0418655547822213,1.359671921508936,0.12041610093540112,0.5513492686996879,7.6246189861593985
-122.26,37.81,29.0,11.736069016284437,0.6962423854672478,1.3032710253082163,0.16196932794505617,0.7974081908843548,5.308267697401205
-122.26,37.82,22.0,12.043553716032399,0.1976205940831238,1.0803125314966764,0.015873349156290163,0.48193220011100935,7.6128310304073565
-122.26,37.82,37.0,12.170963468416605,0.9595034662969737,1.3102614605565843,0.10178269430994238,0.6288807312510147,7.516433302915632
-122.25,37.81,29.0,12.459939369487223,0.9127645220975968,1.315013159114927,0.12327901616017124,0.611503191519435,7.742402021815782
-122.25,37.81,28.0,12.518691203271986,1.1686668186184481,1.3554287601649468,0.06841376818992459,0.5377153419444427,7.848933726364071
-122.25,37.81,39.0,12.377922902456833,1.1394342831883648,1.3205855648341291,0.0595920972022456,0.5342337146640056,5.963579343618446
-122.25,37.81,52.0,12.765688433465597,0.9475955817025675,1.2571810666016368,0.13414295109837865,0.37845878233864394,6.796823718274855
-122.26,37.81,34.0,12.723973182968127,1.0440152974648906,1.188368172555467,0.06753848850418047,0.40751257276014546,7.896924656268864
-122.24,37.82,52.0,12.655235608904057,1.5954606845032409,1.822034233474647,-0.08106782308878177,1.016061885619105,6.513230110912307
-122.24,37.81,52.0,12.500606192931057,1.1856153322896836,1.4913258752942427,0.05545130453621429,0.44136271701774143,6.5638555265321274
-122.25,37.81,52.0,12.46612655086448,1.1534476359067163,1.4269267642091106,0.08622117544712882,0.48587231368987344,6.530877627725885
-122.24,37.82,52.0,12.527068597011889,1.3609765531356006,1.5786053187632147,0.044936082715910534,0.6987027504045473,7.275172319452771
-122.25,37.82,28.0,12.323855681186558,1.3625906344206553,1.4257188708848594,0.06399286107024567,0.6393570059738076,7.326465613840322
-122.25,37.82,52.0,12.478006361013815,1.6276117630129647,1.7278356032444009,0.13303719938491199,0.7765287894989963,6.309918278226516
-122.25,37.82,32.0,12.294541293517781,0.9718767991137006,1.3156051957149544,0.07172885130582629,0.569352963213281,7.498869733976931
-122.25,37.82,26.0,12.449018824140563,1.1063489500398316,1.1796026541186033,-0.01740615847695007,0.36265538203107484,7.466799475018602
-122.25,37.83,52.0,12.31984765978902,1.1468943872861581,1.521269797316647,0.07424558998921055,0.5929115960423743,6.844815479208263
-122.25,37.83,35.0,12.401228160304214,1.2447883988257111,1.340845764089197,0.014117881545785022,0.46970737683651803,6.51471269087253
-122.25,37.83,52.0,12.352767024680977,1.1451459405736646,1.4805105344073504,-0.013841051411871355,0.6070725717887023,6.280395838960195
-122.25,37.83,28.0,12.294541293517781,0.8851715128152852,1.1064084301042354,0.05219595730426488,0.4318058725254932,7.846980982138788
-122.25,37.83,52.0,12.363503653479002,1.1280739988177286,1.396368804686656,0.06351340572232593,0.543646553206917,7.487733761436444
-122.23,37.84,50.0,12.69954863096105,1.768081341873478,1.908449662890024,0.06738299724604796,0.9557176518536129,6.877296071497429
-122.23,37.84,47.0,12.758807672373374,1.6652131479015146,1.8789140203893089,-0.0660516928961352,0.8170967311319928,7.001245622069476
-122.24,37.83,41.0,12.810661799108328,1.7843991148217626,1.9244039438343499,0.07676401621183811,0.7474943178572413,6.677083461247136
-122.24,37.85,37.0,12.721885810807203,1.602272300649189,1.960993391266642,0.1388364448542159,0.7348198769605134,4.584967478670572
-122.23,37.85,52.0,12.830940985336825,1.847414902306214,1.9384381342166124,0.019656652549551592,0.9680305766673002,6.966967138613983
-122.24,37.84,52.0,12.87261914429294,1.6442836848596991,1.8498017099288355,0.033661282573132,0.7517559935138423,7.0707241072602764
-122.24,37.85,52.0,12.876718560743605,1.9789856453554648,1.9625096423417514,-0.0054644944720787375,0.8981434095537676,6.803505257608338
-122.22,37.85,28.0,12.728728021049742,1.696899188204095,1.710248343184049,0.09188095182958626,0.7535256485289834,7.616283561580385
-122.22,37.84,50.0,12.595408371708455,2.0149030205422647,1.8127621348512815,-0.012605208918982279,0.7665838866060447,6.93828448401696
-122.21,37.84,44.0,12.585535951099338,1.7949875865794807,1.7466476238690305,0.0,0.8218511947260394,7.213768308118642
-122.21,37.83,40.0,12.927564299099261,2.022130174966722,2.0322842180124105,0.030122759455108297,0.904601887623842,7.38770923908104
-122.2,37.84,30.0,12.649154617209645,1.8027983163432715,1.8634697336915065,0.008708327891784414,0.9004220474300172,6.738152494595957
-122.21,37.84,34.0,12.694345864825653,1.9537082362140725,1.8123787564307907,-0.012170535620255179,0.8322076146636136,7.038783541388542
-122.19,37.84,18.0,12.880546560824497,2.451151639098802,2.120469700513779,0.07924937165414048,1.0106632651025165,6.278521424165844
-122.2,37.84,35.0,12.673886378702873,2.0133284482203107,1.8667538591037043,0.03765671943800514,0.8837115715856116,6.977281341630747
-122.21,37.83,34.0,12.71679826429583,1.9311735250107331,1.8889272469421925,0.028315920117287858,0.7533109374784465,7.394493107219038
-122.19,37.83,28.0,12.722482647590065,2.104731536777351,1.9428980985853217,-0.03208831455150051,0.8907029819257478,6.137727054086234
-122.2,37.83,26.0,12.7691111407431,2.12835074638271,2.0190020330606493,0.055313637984052186,0.9434078679635798,6.295266001439646
-122.19,37.83,29.0,12.818280883584768,1.9248032429858193,1.8958180224588728,0.007407441277861818,0.8990424602498471,6.493753839851686
-122.19,37.82,32.0,12.810115351007298,2.1183016128865506,1.9426457283109062,0.0037950709685515343,0.8814709667149271,6.453624998892692
-122.2,37.82,37.0,12.812299354059418,1.9484070292539004,1.943472114527883,0.028013036227673888,0.8697707162392622,6.040254711277414
-122.2,37.82,39.0,12.801606997223118,1.8453318312335742,2.020222182019865,0.06578774053800315,0.9282193027394288,7.142827401161621
-122.18,37.81,30.0,13.088392857833176,1.8504056646607885,1.7255100836868542,-0.31365755885504165,0.8850381883700505,4.836281906951478
-122.21,37.82,52.0,12.7110813839746,1.9537224108598839,1.9148195619852821,-0.049790664503015565,0.8427979550643513,6.70073110954781
-122.2,37.81,45.0,12.686954392923091,1.9147290315717385,1.939855640146607,0.023202897079663793,0.9181669050323829,6.9726062513017535
-122.21,37.8,50.0,12.28626918752445,1.0622594592023114,1.6355434535534212,0.09168041175374624,0.8253189536684283,7.138866999945524
-122.21,37.8,38.0,12.35922282502385,1.1253191314966737,1.5321975715171319,0.09400262381341667,0.6692499394628004,6.85751406254539
-122.21,37.81,52.0,12.599465172404068,1.6563596655435049,1.8246932908993039,-0.05505977718302743,0.8227646738633316,6.234410725718371
-122.22,37.81,52.0,12.51978789502877,1.875135078149106,1.8561965241791458,0.08403074885149187,0.9097760508529613,6.639875833826536
-122.22,37.8,52.0,12.33578425205183,1.1827083090212116,1.5572288670668033,0.010810916104215676,0.8978610746665213,7.029087564149662
-122.22,37.8,52.0,12.2040706428595,1.1084966107420862,1.64551396890791,0.05083967677940918,0.8891688671838526,6.9782137426306985
-122.22,37.8,52.0,12.387560521575551,1.5135435620353541,1.6645878381195103,0.049252378182745436,0.8333311529054953,7.077498053569231
-122.22,37.81,52.0,12.506547539780707,1.4041342792482217,1.783885412797149,-0.002945510229756803,0.799095758569326,6.628041376179533
-122.22,37.81,52.0,12.618513367374764,1.67726477105886,1.7317744380953999,0.028384119317434984,0.6854400133150075,6.9411900550683745
-122.23,37.8,52.0,12.504323669331189,1.1506669598014774,1.4882176035678014,0.05715841383994862,0.5391780383568581,6.668228248417403
-122.23,37.81,52.0,12.659375083052499,1.562514005722377,1.9062332621187468,0.0724298378448145,1.055440116802901,6.416732282512326
-122.22,37.81,52.0,12.874158395494748,2.098802895158456,2.0415620339714544,0.056280835898589565,0.9883665654442341,6.928537818164665
-122.23,37.81,52.0,12.924643878430278,2.1837227250680944,2.1942053815987173,0.12379421734666433,1.2051349195061134,6.7580945044277305
-122.24,37.81,52.0,12.77252217304416,1.925576237795656,2.0280677676334755,-0.04375698035710022,1.0696547327569488,6.859614903654202
-122.24,37.81,52.0,12.568282244967381,1.7967801776849188,1.7613539544599424,-0.07290677080808779,0.9068715099576634,6.452048954437226
-122.23,37.81,52.0,12.761967232663743,2.0159691187242625,2.0787310620762374,0.036266177984394354,0.9140154180370195,6.777646593635117
-122.24,37.81,52.0,12.404103496029308,1.0107641980949145,1.466337068793427,0.12990162457394397,0.6421807369679178,6.822197390620491
-122.24,37.8,52.0,12.261980277468469,0.7859086606412564,1.6241857690686559,-0.040821994520255166,0.7213180575266416,5.886104031450156
-122.25,37.8,52.0,12.294083522852887,1.1035666621332412,1.4531675012240537,0.04409531986522438,0.897258299704826,7.087573705557973
-122.24,37.81,52.0,12.505806799006097,1.3015531326648,1.5792572952841093,-0.03137512256775391,0.7046636226215044,6.954638864880987
-122.25,37.81,46.0,12.295913349529963,1.170932950247736,1.4647912345081686,0.1113665397180381,0.6086882206351537,7.224753405767971
-122.25,37.8,42.0,12.323855681186558,1.076537081016252,1.4009645508676845,0.048086186667637726,0.5245244681241527,7.44716835960004
-122.25,37.8,43.0,12.429216196844383,0.7621600518468994,1.1860852396331625,0.09253625292159959,0.6324792752583174,7.214504414151143
-122.25,37.8,41.0,12.051755285145816,0.4775376768998158,1.2702501276404048,0.12715517548524669,0.9444616088408515,6.967909201801884
-122.25,37.8,29.0,12.174581978438804,0.3313879047118487,1.1608843364378565,0.11129372021663367,0.5464075222469279,7.19668657083435
-122.24,37.79,27.0,11.736069016284437,0.840402714841698,1.3361046165960353,0.13702179756429117,1.0041564446697002,7.065613363597717
-122.25,37.79,45.0,11.487607656985938,0.5750390920796163,1.3565072719533038,0.13407472325456923,1.1651867792907795,7.29641326877392
-122.25,37.79,50.0,11.736069016284437,0.9729734770461427,1.1660165974699233,-0.041672696400568074,1.3312345839368631,6.60934924316738
-122.25,37.79,52.0,11.840789327054841,0.779783487219492,1.3052755114263217,0.07430472572051489,1.09585366622903,6.990256500493881
-122.25,37.8,36.0,11.667361818274648,0.8021361055717752,1.128248567093216,0.10977066613537904,1.1083863432655368,7.405495663199472
-122.25,37.8,43.0,11.930319143943667,0.5010176827749051,1.2919154245925497,0.0046475683965468756,0.976549923392352,7.444248649496705
-122.24,37.8,52.0,11.751942365440728,0.8196476641692869,1.4744016286301573,0.0,1.1650678307953377,6.594413459749778
-122.24,37.8,52.0,11.764462090785656,0.7683937899344829,1.5227932483909277,0.07225363969695633,1.1699718737681852,7.0192966537150445
-122.24,37.8,52.0,11.853674258358701,0.7583729654776526,1.5548398703697268,0.17232147345937132,1.0996068188346182,6.913737350659685
-122.24,37.8,47.0,12.115600742366098,0.9666796174072841,1.306477259764288,0.059562261151343096,0.7836872221967663,7.10085190894405
-122.23,37.8,52.0,11.897507362161969,0.8684860819260155,1.5343117627300753,0.11735060321721236,1.0999084651295563,6.648984550024776
-122.24,37.8,52.0,11.71831229469518,1.08417524087034,1.503245795896748,0.04629328397084485,1.192182877215756,7.186144304522325
-122.24,37.8,49.0,12.039427568121226,0.9257657022366732,1.4331835848077128,0.10106771060494439,0.7868446735478801,7.304515946460155
-122.23,37.8,52.0,11.748787788692212,0.661398482245365,1.4373860222776018,-0.010810916104215617,0.9645687321399459,6.1903154058531475
-122.23,37.8,51.0,11.759003987566935,0.6433264855759894,1.4002274554238145,0.054604134034851745,0.8841469588194654,6.855408798609928
-122.23,37.8,50.0,11.72399643505017,0.8109302162163288,1.4368042161688492,0.14550758367123828,1.0183687576180573,7.046647277848756
-122.23,37.8,52.0,11.625360894300016,0.8725060195031332,1.4977079484907942,0.0656539702214368,1.1033628914267075,6.738152494595957
-122.23,37.79,43.0,11.633371618046096,0.7846774984055362,1.5777468629386524,0.08782339489864133,1.2662494273011073,8.381831553485561
-122.23,37.79,52.0,11.588960151246226,1.0769459256950418,1.465029268513614,-0.0421375844484045,1.392946940840918,7.413970290190444
-122.23,37.79,30.0,11.831379196088763,0.6341399999799129,1.334600746470789,0.0037950709685515343,1.3465411868427068,6.918695219020472
-122.24,37.79,39.0,11.566466231898259,0.7718659352713361,1.328757832555431,0.10252874648530146,1.3253483509028106,7.288927694521257
-122.24,37.79,47.0,11.466881526468821,0.7537718023763802,1.5102920027764615,0.26515295939175265,1.4067115668831187,7.1204443723924875
-122.24,37.79,52.0,11.662207167685983,1.2163953243244932,1.3892661315090482,0.06899287148695142,1.3483823150976417,6.472346294500901
-122.24,37.79,43.0,11.628038272070732,0.8127951428258412,1.5161425083281168,0.05185336161025547,1.2799997024702674,7.157735484249907
-122.25,37.79,51.0,11.225243392518447,0.7419373447293773,1.157452788691043,-0.24613306953890846,1.4220124437219699,5.429345628954441
-122.25,37.79,39.0,11.630708500626612,0.47000362924573563,1.321213687624231,0.047628048989254664,1.1306150197542835,5.942799375126701
-122.25,37.79,52.0,11.736069016284437,1.2878542883066382,1.3796645025812209,0.04311012365372841,1.3155693421248207,6.740519359606223
-122.26,37.8,20.0,11.652687407345388,0.5264430346610671,1.2557171803927996,0.14181796982778422,0.8977772141474804,7.413970290190444
-122.22,37.77,52.0,11.461632170582678,0.49901616580649305,1.0414538748281612,-0.07522342123758752,1.3265751264182684,6.253828811575473
-122.22,37.77,52.0,11.476261480598637,0.9516578757114463,1.4793204320509983,0.1502822030493379,1.2070568468628975,6.763884908562435
-122.23,37.77,52.0,11.184421397998193,0.9439058989071284,1.435604816664223,0.11839001594816007,1.2072461296709052,6.416732282512326
-122.23,37.78,52.0,11.174651606402387,0.9718767991137006,1.3206970786340775,0.14732471475685852,1.1919966132792204,6.028278520230698
-122.23,37.78,52.0,11.299732244509187,1.1071424696714847,1.397963104954268,0.009345862418237599,1.540445040947149,6.901737206656574
-122.22,37.78,50.0,11.766016092652391,0.39783608094367323,1.392563974133486,0.10536051565782635,1.1622331981531708,7.329749689041512
-122.23,37.78,43.0,11.630708500626612,0.6594869790673101,1.1761932402188602,0.0747600752091092,1.2349934979833928,7.317212408359839
-122.23,37.78,52.0,11.690234479940639,0.3950106502043054,1.3523928094442093,0.011696039763191236,1.3744599034728877,6.915723448631314
-122.23,37.78,44.0,11.679287002185454,0.47056597110191173,1.1365005565876123,0.09397773457054619,1.320601156725722,7.9420068084898565
-122.23,37.79,48.0,11.715866308966918,0.7117235661328808,1.5982973691859084,0.14368376408854072,1.462742367101859,7.300472814267799
-122.23,37.79,49.0,11.57402056433004,0.8298610038757674,1.6799516967617585,-0.00917437627604127,1.3666971921677544,6.755768921984255
-122.22,37.79,37.0,11.794337924408413,0.7651887334249159,1.4996059744428727,0.09304793225464354,1.1231649856739887,7.382746449738912
-122.23,37.79,30.0,11.717497630699002,0.4823026848327524,1.4718165345580525,0.03509131981127019,1.1104467463151124,6.052089168924417
-122.23,37.79,40.0,11.637794447016098,0.28374934942406804,1.6202488285383159,0.0783690671155068,1.1201184938890731,6.335054251498059
-122.22,37.79,44.0,11.603679828238693,1.2572102077083531,1.6987138801641577,0.14359091961225595,1.2621723426742952,6.8679744089702925
-122.22,37.79,52.0,12.011880916165731,1.3622065655908007,1.6091458989994074,0.007272759329079878,1.199436985590318,7.728855823852543
-122.21,37.79,52.0,11.736069016284437,1.1279445280293945,1.3629469971228994,-0.025975486403260677,1.1239300966523995,6.396929655216146
-122.22,37.79,46.0,11.733666131668128,0.9571255263124909,1.5017554959969697,0.08716949225598809,1.1395101816362778,7.4067107301776405
